Date,Open,High,Low,Close,Adj Close,Volume
2003-08-01,18.980000,20.180000,18.490000,20.180000,16.636028,0
2003-09-01,20.530001,20.969999,19.730000,19.850000,16.363976,0
2003-10-01,20.299999,21.510000,20.299999,21.459999,17.691235,0
2003-11-01,21.809999,22.270000,21.340000,22.270000,18.358982,0
2003-12-01,22.590000,22.850000,21.650000,22.600000,18.631029,0
2004-01-01,22.709999,24.219999,22.709999,23.490000,19.541357,0
2004-02-01,23.500000,24.160000,22.930000,23.809999,19.807560,0
2004-03-01,24.209999,24.430000,22.840000,24.090000,20.040489,0
2004-04-01,24.309999,24.680000,22.940001,22.940001,19.083805,0
2004-05-01,23.170000,23.379999,22.020000,23.379999,19.449841,0
2004-06-01,23.500000,24.330000,23.040001,24.330000,20.240149,0
2004-07-01,23.990000,23.990000,22.200001,22.900000,19.050528,0
2004-08-01,22.940001,22.950001,21.610001,22.820000,18.983980,0
2004-09-01,23.000000,23.940001,23.000000,23.780001,19.782602,0
2004-10-01,24.219999,24.540001,23.530001,24.309999,20.223505,0
2004-11-01,24.420000,26.190001,24.370001,26.139999,21.745890,0
2004-12-01,26.540001,26.910000,25.920000,26.820000,22.311586,0
2005-01-01,26.389999,26.389999,25.110001,25.870001,21.735321,0
2005-02-01,26.059999,26.590000,25.799999,26.410000,22.189013,0
2005-03-01,26.600000,26.930000,25.389999,25.809999,21.684914,0
2005-04-01,25.719999,26.030001,24.450001,24.620001,20.686676,0
2005-05-01,24.840000,26.160000,24.750000,26.139999,21.963835,0
2005-06-01,26.400000,27.260000,26.290001,27.059999,22.736856,0
2005-07-01,27.230000,28.860001,27.230000,28.750000,24.156860,0
2005-08-01,28.860001,29.080000,27.590000,28.270000,23.753551,0
2005-09-01,28.370001,28.809999,27.660000,28.469999,23.921595,0
2005-10-01,28.610001,28.610001,26.540001,27.549999,23.148575,0
2005-11-01,27.420000,29.120001,27.420000,28.820000,24.215677,0
2005-12-01,29.299999,29.389999,28.520000,28.520000,23.963610,0
2006-01-01,28.959999,30.760000,28.959999,30.760000,26.103464,0
2006-02-01,30.809999,31.080000,29.889999,30.709999,26.061031,0
2006-03-01,31.129999,31.990000,30.280001,31.990000,27.147266,0
2006-04-01,31.799999,32.470001,31.180000,32.000000,27.160084,0
2006-05-01,31.879999,32.660000,29.940001,30.420000,25.819057,0
2006-06-01,30.980000,31.049999,28.520000,30.480000,25.869980,0
2006-07-01,30.670000,30.670000,28.370001,29.469999,25.012735,0
2006-08-01,29.129999,30.129999,28.690001,30.129999,25.572918,0
2006-09-01,30.209999,30.639999,29.639999,30.400000,25.802082,0
2006-10-01,30.170000,32.340000,30.120001,31.980000,27.143112,0
2006-11-01,31.490000,33.119999,31.420000,32.970001,27.983377,0
2006-12-01,32.830002,33.439999,32.369999,32.619999,27.686308,0
2007-01-01,32.619999,33.400002,32.209999,33.400002,28.655050,0
2007-02-01,33.720001,34.680000,33.290001,33.360001,28.620731,0
2007-03-01,33.270000,34.070000,32.040001,33.759998,28.963902,0
2007-04-01,33.889999,35.340000,33.889999,34.660000,29.741381,0
2007-05-01,34.730000,36.189999,34.730000,36.189999,31.054262,0
2007-06-01,36.439999,36.549999,35.110001,35.610001,30.556570,0
2007-07-01,36.070000,36.639999,33.560001,33.560001,28.797497,0
2007-08-01,33.610001,34.139999,32.189999,34.009998,29.183622,0
2007-09-01,34.349998,35.070000,33.160000,34.740002,29.810040,0
2007-10-01,35.419998,36.240002,34.450001,35.650002,30.590899,0
2007-11-01,34.439999,34.650002,31.780001,33.230000,28.514318,0
2007-12-01,32.910000,34.240002,32.060001,32.580002,27.956560,0
2008-01-01,32.090000,32.090000,28.490000,30.549999,26.546057,0
2008-02-01,31.299999,31.299999,29.740000,29.750000,25.850904,0
2008-03-01,29.700001,30.250000,27.950001,29.580000,25.703182,0
2008-04-01,30.549999,31.500000,29.690001,31.200001,27.121538,0
2008-05-01,31.770000,32.810001,31.420000,32.810001,28.521082,0
2008-06-01,32.490002,33.299999,29.889999,29.889999,25.982780,0
2008-07-01,29.950001,30.580000,28.370001,30.389999,26.417416,0
2008-08-01,30.430000,31.780001,29.930000,31.340000,27.243238,0
2008-09-01,31.250000,31.530001,27.459999,28.389999,24.678860,0
2008-10-01,28.090000,28.090000,18.660000,22.280001,19.367563,0
2008-11-01,22.299999,22.670000,16.030001,19.719999,17.142204,0
2008-12-01,17.480000,20.400000,17.480000,20.400000,17.733315,0
2009-01-01,20.780001,21.180000,17.940001,18.309999,16.240005,0
2009-02-01,18.450001,19.400000,16.120001,16.120001,14.297590,0
2009-03-01,15.190000,18.590000,14.260000,17.639999,15.645748,0
2009-04-01,17.930000,20.920000,17.930000,20.860001,18.509233,0
2009-05-01,20.879999,22.049999,20.230000,21.639999,19.201324,0
2009-06-01,22.490000,22.790001,20.870001,21.889999,19.423153,0
2009-07-01,22.250000,24.010000,20.610001,24.010000,21.304251,0
2009-08-01,24.459999,25.469999,23.860001,25.080000,22.253668,0
2009-09-01,24.410000,27.320000,24.290001,26.670000,23.664480,0
2009-10-01,25.750000,27.549999,24.900000,24.900000,22.093945,0
2009-11-01,24.910000,26.820000,24.910000,25.730000,22.830418,0
2009-12-01,26.160000,27.900000,26.160000,27.490000,24.392075,0
2010-01-01,28.070000,28.559999,26.570000,26.570000,23.806524,0
2010-02-01,26.950001,28.010000,25.990000,27.889999,24.989233,0
2010-03-01,28.469999,30.580000,28.469999,30.139999,27.005219,0
2010-04-01,30.400000,32.950001,30.400000,31.809999,28.505339,0
2010-05-01,32.470001,32.470001,28.340000,29.330000,26.282984,0
2010-06-01,28.430000,29.760000,27.110001,27.110001,24.293610,0
2010-07-01,26.930000,29.730000,26.379999,29.049999,26.032070,0
2010-08-01,29.570000,29.580000,26.879999,27.129999,24.311531,0
2010-09-01,28.110001,30.410000,28.110001,30.379999,27.223894,0
2010-10-01,30.500000,31.790001,30.100000,31.620001,28.335079,0
2010-11-01,31.480000,33.040001,31.480000,32.590000,29.204308,0
2010-12-01,33.279999,35.320000,33.279999,34.750000,31.139910,0
2011-01-01,35.349998,35.919998,34.590000,35.049999,31.729452,0
2011-02-01,35.759998,37.470001,35.650002,36.919998,33.422291,0
2011-03-01,36.240002,37.810001,35.220001,37.810001,34.227982,0
2011-04-01,38.009998,38.919998,36.939999,38.919998,35.234753,0
2011-05-01,38.570000,38.570000,36.630001,38.139999,34.528603,0
2011-06-01,37.009998,37.369999,35.160000,37.369999,33.831509,0
2011-07-01,37.980000,38.740002,35.980000,35.980000,32.573120,0
2011-08-01,35.770000,35.770000,29.370001,32.990002,29.866249,0
2011-09-01,32.279999,32.630001,29.360001,29.360001,26.579962,0
2011-10-01,27.860001,34.849998,27.860001,33.840000,30.635765,0
2011-11-01,32.660000,34.470001,30.660000,33.700001,30.509020,0
2011-12-01,33.439999,34.070000,32.209999,33.380001,30.219320,0
2012-01-01,33.830002,36.000000,33.650002,35.700001,32.703995,0
2012-02-01,36.450001,37.490002,36.450001,36.840000,33.748325,0
2012-03-01,37.070000,38.220001,35.770000,37.680000,34.517818,0
2012-04-01,38.060001,38.060001,35.720001,37.330002,34.204475,0
2012-05-01,37.360001,37.459999,34.070000,34.799999,31.886301,0
2012-06-01,33.700001,36.369999,33.610001,36.369999,33.324844,0
2012-07-01,36.740002,37.209999,35.150002,36.070000,33.049965,0
2012-08-01,35.509998,37.580002,35.340000,37.320000,34.195305,0
2012-09-01,37.750000,39.689999,37.700001,38.340000,35.129902,0
2012-10-01,38.389999,38.730000,37.509998,37.779999,34.616795,0
2012-11-01,38.349998,38.349998,35.900002,38.220001,35.019962,0
2012-12-01,38.150002,39.590000,38.009998,38.740002,35.496426,0
2013-01-01,39.779999,41.389999,39.779999,41.200001,38.384533,0
2013-02-01,41.570000,42.590000,40.959999,41.750000,38.896946,0
2013-03-01,41.770000,43.700001,41.770000,43.700001,40.713696,0
2013-04-01,43.209999,43.759998,41.750000,43.759998,40.775238,0
2013-05-01,42.939999,46.240002,42.939999,45.340000,42.247482,0
2013-06-01,45.360001,45.820000,43.490002,44.889999,41.828167,0
2013-07-01,45.500000,48.090000,45.480000,47.880001,44.614231,0
2013-08-01,48.660000,48.709999,46.360001,46.360001,43.197910,0
2013-09-01,46.509998,49.389999,46.509998,49.000000,45.657833,0
2013-10-01,49.660000,51.259998,47.799999,50.599998,47.148701,0
2013-11-01,50.549999,51.990002,49.730000,51.970001,48.425266,0
2013-12-01,51.650002,52.689999,50.650002,52.689999,49.096153,0
2014-01-01,52.180000,53.490002,51.099998,51.599998,48.647629,0
2014-02-01,49.939999,54.279999,49.939999,54.209999,51.108299,0
2014-03-01,53.900002,55.049999,53.020000,54.040001,50.948021,0
2014-04-01,54.669998,54.869999,51.650002,52.779999,49.761036,0
2014-05-01,52.830002,53.570000,51.820000,53.400002,50.345566,0
2014-06-01,53.380001,56.049999,53.349998,56.049999,52.843990,0
2014-07-01,56.520000,56.599998,53.279999,53.279999,50.232433,0
2014-08-01,53.099998,55.930000,53.099998,55.930000,52.730846,0
2014-09-01,56.130001,56.130001,52.959999,52.959999,49.930733,0
2014-10-01,52.220001,55.330002,49.880001,55.330002,52.165176,0
2014-11-01,55.310001,56.500000,54.990002,55.869999,52.674286,0
2014-12-01,55.040001,56.580002,53.700001,55.860001,52.664860,0
2015-01-01,55.709999,56.040001,53.889999,54.650002,52.188404,0
2015-02-01,55.150002,58.049999,55.150002,57.830002,55.225163,0
2015-03-01,58.250000,59.099998,56.560001,58.490002,55.855446,0
2015-04-01,58.360001,59.360001,57.500000,57.500000,54.932381,0
2015-05-01,57.930000,59.230000,57.369999,58.650002,56.031029,0
2015-06-01,58.770000,60.060001,57.910000,58.139999,55.543797,0
2015-07-01,58.330002,58.950001,56.549999,57.970001,55.381390,0
2015-08-01,57.700001,57.880001,51.980000,54.580002,52.142773,0
2015-09-01,53.099998,55.490002,50.959999,51.730000,49.420036,0
2015-10-01,51.680000,55.139999,51.680000,54.669998,52.626789,0
2015-11-01,55.639999,55.889999,53.490002,55.660000,53.579788,0
2015-12-01,56.029999,56.029999,52.310001,53.029999,51.048073,0
2016-01-01,52.139999,52.189999,46.939999,48.970001,47.397938,0
2016-02-01,48.950001,49.540001,45.450001,49.419998,47.833488,0
2016-03-01,50.410000,53.410000,50.410000,53.410000,51.695408,0
2016-04-01,53.549999,55.310001,52.419998,54.330002,52.720245,0
2016-05-01,54.750000,55.380001,52.910000,55.380001,53.739136,0
2016-06-01,55.689999,56.849998,52.340000,55.389999,53.748844,0
2016-07-01,55.590000,58.200001,54.849998,58.200001,56.605709,0
2016-08-01,58.080002,58.970001,57.340000,58.560001,56.955853,0
2016-09-01,58.560001,59.480000,57.060001,58.529999,56.926666,0
2016-10-01,58.209999,58.270000,55.880001,56.119999,54.826744,0
2016-11-01,55.540001,61.630001,54.700001,60.950001,59.545437,0
2016-12-01,60.630001,63.500000,60.630001,63.480000,62.017132,0
2017-01-01,62.169998,63.540001,62.060001,62.720001,61.606285,0
2017-02-01,62.599998,65.059998,62.590000,64.190002,63.050186,0
2017-03-01,65.239998,65.239998,62.520000,63.849998,62.716221,0
2017-04-01,63.290001,65.029999,62.389999,64.389999,63.431225,0
2017-05-01,64.610001,64.610001,62.770000,63.650002,62.702244,0
2017-06-01,64.699997,65.570000,64.360001,64.959999,63.992733,0
2017-07-01,65.379997,66.660004,64.269997,65.680000,64.808052,0
2017-08-01,65.809998,65.809998,63.139999,65.059998,64.196281,0
2017-09-01,65.370003,67.680000,64.650002,67.680000,66.781494,0
2017-10-01,68.309998,68.779999,68.080002,68.730003,68.059608,0
2017-11-01,68.489998,70.849998,67.660004,70.849998,70.158920,0
2017-12-01,70.660004,71.190002,69.559998,70.760002,70.069801,0
2018-01-01,71.349998,74.269997,71.349998,72.769997,72.420349,0
2018-02-01,72.910004,72.910004,67.349998,69.809998,69.474571,0
2018-03-01,69.500000,73.309998,69.169998,70.400002,70.061737,0
2018-04-01,68.730003,72.419998,68.730003,70.629997,70.482391,0
2018-05-01,70.839996,74.860001,70.610001,74.209999,74.054916,0
2018-06-01,74.779999,77.040001,74.199997,74.589996,74.434120,0
2018-07-01,74.860001,77.180000,74.860001,75.949997,75.949997,0
2018-08-01,75.919998,78.709999,75.919998,78.709999,78.709999,0
